name,birth_date,birth_place,death_date,death_place,nationality,occupation,years_active,known_for,awards,alma_mater,education,employer,notable_works,field,spouse,children,parents,religion,genre
Zaha Hadid,{{Birth date|df=yes|1950|10|31}},"[[Baghdad]], Iraq",{{Death date and age|df=yes|2016|03|31|1950|10|31}},"[[Miami]], Florida, U.S.",{{hlist|Iraq|United Kingdom}},,,,,[[American University of Beirut]]<br />[[Architectural Association School of Architecture]],,,,,,,[[Mohammed Hadid]]<br />Wajeeha Sabonji,,
The Lord Foster of Thames Bank,{{Birth date and age|df=y|1935|6|1}},"[[Reddish]], [[Stockport]], England",,,,,,,{{hlist|[[Stirling Prize]]|[[Pritzker Architecture Prize]]|[[Minerva medal]]|[[Prince of Asturias Awards|Prince of Asturias Award]]|[[HonFREng]]|Mérite Européen Gold Medal|[[AIA Gold Medal]]<ref>{{cite web |title=List of Fellows - Royal Academy of Engineering |url=https://www.raeng.org.uk/about-us/the-fellowship/list-of-fellows |website=Royal Academy of Engineering |archive-url=https://web.archive.org/web/20200521041125/https://www.raeng.org.uk/about-us/the-fellowship/list-of-fellows |access-date=23 December 2021 |archive-date=21 May 2020 |url-status=dead }}</ref>}},[[University of Manchester]]<br />[[Yale School of Architecture|Yale University]],,,,,{{plainlist | *{{marriage|[[Wendy Foster|Wendy Cheesman]]|1964|1989|end=d}} *{{marriage|Begum Sabiha Rumani Malik|1991|1995|end=div}} *{{marriage|[[Elena Ochoa Foster|Elena Fernández-Ferreiro López de Ochoa]]|1996}} }},,,,
Frank Gehry,{{birth date and age|1929|2|28}},"[[Toronto]], [[Ontario]], Canada",<!-- {{Death date and age|YYYY|MM|DD|1929|02|28}} -->,,,,,,[[#Awards and honors|List of awards]],,[[University of Southern California]] ([[B.Arch]]) }},,,,{{Plainlist| * {{Marriage|Anita Snyder|1952|1966|reason=divorced}} * {{Marriage|Berta Isabel Aguilera|1975}}<ref>{{Cite web |date=2007-10-08 |title=Great modern buildings: Frank Gehry biography |url=http://www.theguardian.com/artanddesign/2007/oct/08/architecture |access-date=2022-06-23 |website=[[The Guardian]]|language=en}}</ref>}},4,,,
Bjarke Ingels,{{Birth date and age|1974|10|2|df=y}},"[[Copenhagen]], Denmark",,,,,,,}},"[[Royal Danish Academy of Fine Arts, School of Architecture]]",,,,,,,,,
Rem Koolhaas,{{Birth date and age|1944|11|17|df=y}},"[[Rotterdam]], Netherlands",,,,Architect<br />[[Architectural theory|Architectural theorist]]<br />[[Urbanist]],,,"[[Pritzker Prize]] (2000)<br />[[Praemium Imperiale]] (2003)<br />[[Royal Gold Medal]] (2004)<br />Leone d'oro alla carriera (2010)<br/> [[Rolf Schock Prize]] (2022) }}  '''Remment Lucas Koolhaas''' ({{IPA|nl|rɛm ˈkoːlɦaːs|lang}}; born 17 November 1944) is a Dutch architect (Madelon Vriesendorp's husband), [[architectural theory|architectural theorist]], [[urbanist]] and Professor in Practice of Architecture and Urban Design at the [[Harvard Graduate School of Design|Graduate School of Design]] at [[Harvard University]]. He is often cited as a representative of [[Deconstructivism]] and is the author of ''[[Delirious New York]]: A Retroactive Manifesto for Manhattan''.<ref>{{Cite book|title=Encyclopedia of the City|url=https://archive.org/details/encyclopediacity00cave|url-access=limited|last=Caves|first=R. W.|publisher=Routledge|year=2004|isbn=978-0-415-25225-6|pages=[https://archive.org/details/encyclopediacity00cave/page/n451 411]}}</ref>  He is seen by some as one of the significant architectural thinkers and urbanists of his generation, by others as a self-important iconoclast.<ref>Michael Kimmelman, ""Why Rem Koolhaas Brought a Tractor to the Guggenheim"", ''The New York Times'', 20 February 2020, accessed online.</ref><ref>{{cite magazine|url=http://www.smithsonianmag.com/arts-culture/why-is-rem-koolhaas-the-worlds-most-controversial-architect-18254921/?all |author=Ouroussoff, Nicolai |title=Why is Rem Koolhaas the World's Most Controversial Architect? |magazine=Smithsonian Magazine |quote=Koolhaas' habit of shaking up established conventions has made him one of the most influential architects of his generation. A disproportionate number of the profession's rising stars, including [[Winy Maas]] of the Dutch firm MVRDV and [[Bjarke Ingels]] of the Copenhagen-based BIG, did stints in his office. Architects dig through his books looking for ideas; students all over the world emulate him. The attraction lies, in part, in his ability to keep us off balance. Unlike other architects of his stature, such as [[Frank Gehry]] or [[Zaha Hadid]], who have continued to refine their singular aesthetic visions over long careers, Koolhaas works like a conceptual artist—able to draw on a seemingly endless reservoir of ideas. |date=September 2012 |access-date=28 June 2016 |author-link=Nicolai Ouroussoff }}</ref><ref>{{cite web |url=http://www.archdaily.com/294970/rem-koolhaas-a-reluctant-architect |author=Quirk, Vanessa |title=Rem Koolhaas: A Reluctant Architect |publisher=ArchDaily.com |date=17 November 2012 |access-date=28 June 2016 }}</ref><ref>{{cite web |url=http://www.archdaily.com/770858/review-six-canonical-projects-by-rem-koolhaas-ingrid-bock |author=Kunkel, Patrick |title=Ingrid Böck's 'Six Canonical Projects by Rem Koolhaas' Dissects the Ideas that have Made Koolhaas' Career |publisher=ArchDaily.com |date=28 July 2015 |access-date=28 June 2016 }}</ref> In 2000, Rem Koolhaas won the [[Pritzker Prize]].<ref name=""Luxury"">{{cite book | title=Luxury Brand Management | publisher=John Wiley & Sons | author=Chevalier, Michel | year=2012 | location=Singapore | isbn=978-1-118-17176-9}}</ref> In 2008, ''[[Time (magazine)|Time]]'' put him in their top 100 of ''[[Time 100|The World's Most Influential People]]''.<ref>{{Cite news",[[Architectural Association School of Architecture]]<br>[[Cornell University]],,,,,,,,,
Tadao Ando,{{birth date and age|1941|9|13|df=yes}},"[[Minato-ku, Osaka]], Japan",,,,,,,"{{ubl|[[Alvar Aalto Medal]], 1985|[[Carlsberg Architectural Prize]], 1992|[[Pritzker Prize]], 1995|[[Royal Gold Medal|RIBA Royal Gold Medal]], 1997|[[AIA Gold Medal]], 2002|[[Cal Poly Pomona College of Environmental Design|Neutra Medal for Professional Excellence]], 2012}}",,,,,,,,,,
Kengo Kuma,{{Birth date and age|1954|8|8}},"[[Yokohama]], Japan",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,,Japanese,,,,,{{plainlist| * [[University of Tokyo]] * [[Columbia University]]}},,,,,[[Satoko Shinohara]] }},,,,
Arata Isozaki,"{{birth date|1931|07|23|df=y}}<ref name=""arata"">{{cite web |last1=Goodwin |first1=Dario |title=Spotlight: Arata Isozaki |url=https://www.archdaily.com/529896/spotlight-arata-isozaki |website=ArchDaily |access-date=4 March 2019}}</ref>","[[Ōita (city)|Ōita]], [[Empire of Japan|Japan]]",{{death date and age|2022|12|28|1931|07|23|df=y}},"[[Naha]], [[Okinawa Prefecture]], Japan <ref name=""nyt"" />",Japanese,,,,"{{unbulleted list| 1986 [[Royal Gold Medal]] | 2019 [[Pritzker Prize]]<ref name=""auto"">{{cite web |last1=Allen |first1=Katherine |title=Arata Isozaki Named 2019 Pritzker Prize Laureate |url=https://www.archdaily.com/912450/arata-isozaki-named-2019-pritzker-prize-laureate |website=ArchDaily |date=5 March 2019 |access-date=5 March 2019}}</ref>}} }}",[[University of Tokyo]] (1954 and 1961),,,,,Aiko Miyawaki,,,,
Kazuyo Sejima,{{birth date and age|1956|10|29|df=y}},"[[Hitachi, Ibaraki|Hitachi]], [[Ibaraki Prefecture]], Japan",,,Japanese,,,,[[Rolf Schock Prize]] (2005)<br>[[Pritzker Prize]] (2010)<br>[[Royal Gold Medal|RIBA Royal Gold Medal]] (2025) }},,,,,,,,,,
Shigeru Ban,{{birth date and age|df=yes|1957|8|5}},"[[Tokyo]], Japan",,,Japanese,,,,Pritzker Prize (2014),[[Cooper Union|Cooper Union for the Advancement of Science and Art]],,,,,Masako Ban,,,,
Sou Fujimoto,{{birth year and age|1971}}<!-- {{Birth date and age|1971|MM|DD}} -->,"[[Higashikagura, Hokkaido|Higashikagura]], [[Hokkaido]], Japan",<!-- {{Death date and age|YYYY|MM|DD|1971|MM|DD}} (death date then birth date) -->,,Japanese,Architect,,,,[[University of Tokyo]] [[École Spéciale d'Architecture]],,,,,,,,,
Kisho Kurokawa,{{birth date|1934|4|8|df=yes}},"[[Kanie|Kanie, Aichi]], [[Empire of Japan]]",{{death date and age|2007|10|12|1934|4|8|df=yes}},"[[Tokyo]], Japan",,,,,}},{{ubl|[[Kyoto University]]|[[University of Tokyo]]}},,,,,,,,,
The Countess of Lovelace,{{birth date|df=y|1815|12|10}},"London, England",{{death date and age|df=y|1852|11|27|1815|12|10}},"[[Marylebone]], London, England",British,,,,,,,,,,"{{marriage|[[William King-Noel, 1st Earl of Lovelace]]|1835}}","{{plainlist| * [[Byron King-Noel, Viscount Ockham]] * [[Anne Blunt, 15th Baroness Wentworth]] * [[Ralph King-Milbanke, 2nd Earl of Lovelace]]}}","{{Plainlist | * [[Lord Byron|George Byron, 6th Baron Byron]] (father) * [[Lady Byron|Anne Isabella Milbanke]] (mother) }}",,
Grace Hopper,{{birth date|1906|12|9}},"[[New York City]], [[New York (state)|New York]], U.S.",{{death date and age|1992|1|1|1906|12|9}},"[[Arlington County, Virginia]], U.S.",,,,{{plainlist| * [[FLOW-MATIC]] * [[COBOL]]}}}} }},{{plainlist| * [[Defense Distinguished Service Medal]] * [[Legion of Merit]] * [[Meritorious Service Medal (USA)|Meritorious Service Medal]] * [[American Campaign Medal]] * [[World War II Victory Medal]] * [[National Defense Service Medal]] * [[Armed Forces Reserve Medal]] with two [[Hourglass Device]]s * [[Naval Reserve Medal]] * [[Presidential Medal of Freedom]] (posthumous)}},,"[[Vassar College]] ([[Bachelor of Arts|BA]])<br>[[Yale University]] ([[Master of Science|MS]], [[Doctor of Philosophy|PhD]])",,,,{{marriage|Vincent Hopper|1930|1945|end=div}},,,,
Hedy Lamarr,{{Birth date|mf=yes|1914|11|9}},"[[Vienna]], [[Austria-Hungary]]",{{Death date and age|mf=yes|2000|1|19|1914|11|9}},"[[Casselberry, Florida]], US",,{{hlist|Actress|inventor}},,,,,,,,,{{plainlist| * {{marriage|[[Friedrich Mandl]]|1933|1937|end=div}} * {{marriage|[[Gene Markey]]|1939|1941|end=div}} * {{marriage|[[John Loder (actor)|John Loder]]|1943|1947|end=div}} * {{marriage|[[Teddy Stauffer]]|1951|1952|end=div}} * {{marriage|W. Howard Lee|1953|1960|end=div}} * {{marriage|Lewis J. Boies|1963|1965|end=div}}}},3 }},,,
Katherine Johnson,{{Birth date|1918|08|26}},"[[White Sulphur Springs, West&nbsp;Virginia]], U.S.",{{Death date and age|2020|02|24|1918|08|26}},"[[Newport News, Virginia]], U.S.",,"[[Human computer]], computer programmer, mathematics teacher",,Calculating trajectories for NASA missions,{{unbulleted list|[[Presidential Medal of Freedom]] (2015)|[[Silver Snoopy award]] (2016)|[[NASA Group Achievement Award]] (2016)|[[Congressional Gold Medal]] (2019)}},,[[West Virginia State University]] ([[Bachelor of Science|BS]]),{{hlist|[[National Advisory Committee for Aeronautics|NACA]]|[[NASA]] (1953–1986)}},,,{{unbulleted list|{{marriage|James Goble|1939|1956|end=died}}|{{marriage|Jim Johnson|1959|2019|end=died}}}},3,,,
Dorothy Vaughan,{{birth date|1910|9|20}},"[[Kansas City, Missouri]], U.S.",{{death date and age|2008|11|10|1910|9|20}},"[[Hampton, Virginia]], U.S.",,,,,,,[[Wilberforce University]] ([[Bachelor of Arts|BA]]),,,,{{marriage| Howard Vaughan |1932|1955|end=d}},6,,,
Mae Jemison,{{birth date and age|1956|10|17}},"[[Decatur, Alabama]], U.S.",,,,,,,,,"[[Stanford University]] ([[Bachelor of Arts|BA]], [[Bachelor of Science|BS]])<br/>[[Cornell University]] ([[Doctor of Medicine|MD]])",,,,,,,,
Sally Ride,{{birth date|1951|5|26}},"[[Los Angeles]], California, U.S.",{{death date and age|2012|7|23|1951|5|26}},"[[La Jolla]], California, U.S.",,,,,"[[Presidential Medal of Freedom]] (2013, posthumous)",,"[[Swarthmore College]]<br>[[University of California, Los Angeles]]<br>[[Stanford University]] ([[Bachelor of Arts|BA]], [[Bachelor of Science|BS]], [[Master of Science|MS]], [[Doctor of Philosophy|PhD]])",,,,{{marriage|[[Steven Hawley]]|1982|1987|end=div}},,,,
Valentina Tereshkova,{{Birth date and age|1937|3|6|df=y}},"[[Bolshoye Maslennikovo]], Yaroslavl Oblast, Soviet&nbsp;Union",,,,{{hlist|Pilot|[[cosmonaut]]|politician}},,,,,,,,,{{plainlist| * {{marriage|[[Andriyan Nikolayev]]|3 November 1963|1982|end=divorced}} * {{marriage|Yuli Shaposhnikov|1982|1999|end=died}} }},,,,
Peggy Whitson,{{birth date and age|1960|2|9}},"[[Beaconsfield, Iowa]], U.S.",,,,,,,,,[[Iowa Wesleyan University]] ([[Bachelor of Science|BS]])<br/>[[Rice University]] ([[Doctor of Philosophy|PhD]]),,,[[Biochemistry]],,,,,
Christa McAuliffe,{{birth date|1948|9|2}},"[[Boston]], [[Massachusetts]], U.S.",{{death date and age|1986|1|28|1948|9|2}},North Atlantic Ocean,,,,,[[Congressional Space Medal of Honor]],,{{unbulleted list|[[Framingham State University]] ([[Bachelor of Science|BS]])|[[Bowie State University]] ([[Master of Arts|MA]])}},,,,{{marriage|[[Steven J. McAuliffe]]|1970}},2,,,
Kalpana Chawla,{{birth date|1962|3|17}},"[[Karnal]], [[Haryana]], India",{{death date and age|2003|2|1|1962|3|17}},"Over [[Texas]], U.S",,,,,{{ubl|[[Congressional Space Medal of Honor]]|[[NASA Distinguished Service Medal]]|[[NASA Space Flight Medal]]}},,"[[Punjab Engineering College]] ([[Bachelor of Engineering|BEng]])<br/>[[University of Texas, Arlington]] ([[Master of Science|MS]])<br/>[[University of Colorado, Boulder]] ([[Doctor of Philosophy|PhD]])",,,,,,,,
Suni Williams,{{birth date and age|1965|9|19}},"[[Euclid, Ohio]], U.S.",,,,,,,,,[[United States Naval Academy]] ([[Bachelor of Science|BS]])<br />[[Florida Institute of Technology]] ([[Master of Science|MS]]),,,,Michael J. Williams,,,,
Jessica Meir,{{birth date and age|1977|7|1}},"[[Caribou, Maine]], U.S.",,,,,,,,,"{{ublist|[[Brown University]] ([[Bachelor of Science|BS]])|[[International Space University]] ([[Master of Science|MS]])|[[University of California, San Diego]] ([[Doctor of Philosophy|PhD]])}}",,,,,,,,
Jessica Watkins,{{birth date and age|1988|5|14}},"[[Gaithersburg, Maryland]], U.S.",,,,,,,,,"[[Stanford University]] ([[Bachelor of Science|BS]])<br>[[University of California, Los Angeles]] ([[Master of Science|MS]], [[Doctor of Philosophy|PhD]])",,,[[Geology]],,,,,
Eileen Collins,{{nowrap|{{birth date and age|1956|11|19|df=y}}}},"[[Elmira, New York]], U.S.",,,,,,,{{ubl |[[Distinguished Flying Cross (United States)|Distinguished Flying Cross]] |[[Legion of Merit]] |[[Defense Meritorious Service Medal]] |[[Meritorious Service Medal (United States)|Meritorious Service Medal]] (2) |[[Commendation Medal|Air Force Commendation Medal]] (2) |[[NASA Distinguished Service Medal]] |[[NASA Outstanding Leadership Medal]] |[[NASA Exceptional Service Medal]] |[[NASA Exceptional Public Service Medal]] |[[NASA Space Flight Medal]] (4)}},,[[Corning Community College]] ([[Associate of Arts|AA]])<br>[[Syracuse University]] ([[Bachelor of Arts|BA]])<br>[[Stanford University]] ([[Master of Science|MS]])<br>[[Webster University]] ([[Master of Science|MS]]),,,,,,,,
Nichelle Nichols,{{Birth date|mf=yes|1932|12|28}},"[[Robbins, Illinois]], U.S.",{{Death date and age|mf=yes|2022|07|30|1932|12|28}},"[[Silver City, New Mexico]], U.S.",,{{Hlist|Actress|singer|dancer}},1959–2019,,,,[[Englewood Technical Prep Academy|Englewood High School]],,,,{{Ubl,,,,
Jocelyn Bell Burnell,{{Birth date and age|1943|7|15|df=yes}}{{sfn|Who's Who|2017}},"[[Lurgan]], [[County Armagh]], Northern Ireland{{sfn|''Lurgan Mail''|2007}}{{sfn|Bain|2022}}",,,,,,,,,"{{Plain list| * [[Lurgan College]] * [[The Mount School, York]] }}",,,,,,,,
Chien-Shiung Wu,{{birth date|1912|5|31|mf=yes}},"[[Liuhe, Taicang]], [[Jiangsu]], China",{{Death date and age|1997|2|16|1912|5|31|mf=yes}},"[[New York City]], U.S.",,,,{{plainlist| * [[Manhattan Project]] * [[Nuclear fission]] * [[Wu experiment]] * [[Parity violation]] * [[Beta decay]] * [[Quantum entanglement]] }},{{plainlist| * [[Comstock Prize in Physics]] (1964) * [[Tom W. Bonner Prize|Bonner Prize]] (1975) * [[National Medal of Science]] (1975) * [[Wolf Prize in Physics]] (1978) }},,"{{ublist | [[National Central University]] ([[Bachelor of Science|BS]])| [[University of California, Berkeley]] ([[PhD]])}}",,,[[Physics]],{{marriage|[[Luke Chia-Liu Yuan]]|1942}},Vincent Yuan ({{lang-zh|t=袁緯承|labels=no}}),,,
Barbara McClintock,{{birth date|1902|6|16}},"[[Hartford, Connecticut]], United States",{{death date and age|1992|9|2|1902|6|16}},"[[Huntington, New York]], United States",,,,,,,,,,[[Cytogenetics]] (genetics scientist),,,,,
Rita Levi-Montalcini,{{birth date|1909|4|22|df=y}},"[[Turin]], [[Kingdom of Italy]]",{{death date and age|2012|12|30|1909|4|22|df=y}},"[[Rome]], Italy",[[Italian people|Italian]],,,[[Nerve growth factor]],{{Plainlist| * [[EMBO Membership]] (1974)<ref name=membo>{{cite web|url=http://people.embo.org/profile/rita-levi-montalcini|author=Anon|year=2012|title=Rita Levi-Montalcini EMBO profile|website=people.embo.org|publisher=[[European Molecular Biology Organization]]|location=Heidelberg}}</ref> * [[Louisa Gross Horwitz Prize]] (1983) * [[Albert Lasker Award for Basic Medical Research|Lasker Award]] (1986) * [[Nobel Prize in Physiology or Medicine|Nobel Prize]] (1986) * [[National Medal of Science]] (1987) * [[Fellow of the Royal Society|ForMemRS]] (1995)<ref name=formemrs/> * [[Honorary degree]] in [[Biotechnology]] at [[Bocconi University]] (2008) * ''Others (see [[#Awards and honours|below]])''}},[[University of Turin]],,,,[[Neurobiology]],,,,,
Marie Curie,{{birth date|df=y|1867|11|7}},"[[Warsaw]], [[Congress Poland|Poland]], Russian Empire",{{death date and age|df=y|1934|7|4|1867|11|7}},"[[Passy, Haute-Savoie|Passy]], [[Rhône-Alpes]], France",,,,{{plainlist| * Discovering [[polonium]] and [[radium]] * Researching [[radioactivity]] }},,[[University of Paris]],,,,,,,,,
Dorothy Hodgkin,{{Birth date|1910|05|12|df=y}},"[[Cairo]], [[Khedivate of Egypt|Egypt]]",{{death date and age|1994|07|29|1910|05|12|df=y}},"[[Ilmington]], [[Warwickshire]], England",British,,,{{Plainlist| * Development of [[X-ray crystallography|protein crystallography]] * Determining the structure of [[insulin]]}},,,"{{Plainlist| * {{nowrap|[[Somerville College, Oxford]] ([[Bachelor's degree|BA]])}} * {{nowrap|[[University of Cambridge]] ([[Doctorate|PhD]])}}<!-- neither Somerville College nor Newnham College actually award degrees-->}}",,,[[Biochemistry]]<br>[[X-ray crystallography]],{{marriage|[[Thomas Lionel Hodgkin]]|1937|25 March 1982|end=d}},3,[[John Winter Crowfoot]]<br>[[Grace Mary Crowfoot|Grace Mary Hood]],,
Lise Meitner,{{Birth date|1878|11|07|df=yes}},"[[Vienna]], Austria-Hungary",{{Death date and age|1968|10|27|1878|11|07|df=yes}},"[[Cambridge]], England",,,,,,,,,,,,,,,
Tu Youyou,{{Birth date and age|df=yes|1930|12|30}},"[[Ningbo, Zhejiang]], [[Republic of China (1912-1949)|Republic of China]]",,,,,,Discovering [[artemisinin]] and [[dihydroartemisinin]],"[[Lasker-DeBakey Clinical Medical Research Award]] (2011)<br />[[Warren Alpert Foundation Prize]] (2015)<br />[[Nobel Prize in Physiology or Medicine]] (2015)<br />[[Highest Science and Technology Award, China|Highest Science and Technology Award]], China (2016)<br />[[Medal of the Republic (China)|Medal of the Republic]], China (2019)","[[Peking University Health Science Center|Beijing Medical College]] ([[Bachelor of Medicine|BMed]]){{NoteTag|Peking University Medical School (北京大学医学院) became the independent Beijing Medical College (北京医学院) in 1952. Tu Youyou attended it between 1951 and 1955. Later in 1985 it was renamed Beijing Medical University (北京医科大学), and was returned to [[Peking University]] as [[Peking University Health Science Center]] (北京大学医学部) since 2005.<ref name=""Peking University Health Science Center history"">{{cite web |url = http://english.bjmu.edu.cn/administration/aintroduction/index.htm |archive-url = https://web.archive.org/web/20140810031449/http://english.bjmu.edu.cn/administration/aintroduction/index.htm |url-status = dead |archive-date = 10 August 2014 |title = Introduction |publisher = [[Peking University Health Science Center]] |date = 27 October 2010 |access-date = 10 October 2015 }}</ref> |name = Medical_School }}",,,,,,,,,
Françoise Barré-Sinoussi,{{birth date and age|df=y|1947|7|30}},"Paris, France",,,,,,Co-discoverer of HIV,2008 [[Nobel Prize in Physiology or Medicine]],[[University of Paris]],,,,,,,,,
Emmanuelle Charpentier,{{birth date and age|1968|12|11|df=y}},"[[Juvisy-sur-Orge]], France",,,,,,[[CRISPR]]<ref name=Abbott2016 />,{{Plainlist| *[[Louis-Jeantet Prize for Medicine]] (2015) *[[Breakthrough Prize in Life Sciences]] (2015) *[[Princess of Asturias Awards|Princess of Asturias Award]] (2015) *[[Tang Prize]] in Biopharmaceutical Science (2016) *[[Canada Gairdner International Award]] (2016) *[[Leibniz Prize]] (2016) *[[Pour le Mérite]] (2017) *[[Japan Prize]] (2017) *[[The Novozymes Prize]] (2017) *[[Kavli Prize]] in Nanoscience (2018) *[[Wolf Prize]] in Medicine (2020) *[[Nobel Prize in Chemistry]] (2020) *[[National Inventors Hall of Fame]] (2023)}},,"[[Pierre and Marie Curie University]] ([[Bachelor of Science|BSc]], [[Master of Science|MSc]], [[Doctor of Philosophy|PhD]])",,,,,,,,
