academic_advisors,allegiance,alma_mater,alt,alt 2,appointed,author_abbrev_bot,author_abbrev_zoo,author_abbreviation_bot,author_abbreviation_zoo,awards,battles,birth_date,birth_name,birth_place,branch,c,caption,child,children,citizenship,credits,death_cause,death_date,death_place,doctoral_advisor,doctoral_students,education,embed,embed_title,employer,ethnicity,eva_time,evas,father,field,fields,footnotes,honorific prefix,honorific_prefix,honorific_suffix,image,image_size,image_upright,influenced,influences,insignia,known_for,landscape,mi,mission,missions,module,module2,mother,name,nationality,native_name,native_name_lang,notable_students,occupation,office,order,other_names,p,parents,parliamentarygroup,partner,predecessor,prizes,rank,relatives,religion,residence,resting place,resting_place,resting_place_coordinates,restingplace,retirement,s,selection,serviceyears,signature,spouse,successor,t,term,term_end,term_start,termlabel,thesis_title,thesis_url,thesis_year,time,type,w,website,work_institution,work_institutions,workplaces,wuu,years_active,yearsactive,{{marriage|duke mondy|1968|1972|end,{{marriage|foster johnson|1951|1951|end
,,,,,,,,,,,,{{Birth date and age|1937|3|6|df=y}},,"[[Bolshoye Maslennikovo]], Yaroslavl Oblast, Soviet&nbsp;Union",,,Tereshkova in 2024,,,,,,,,,,,,,,,,,,,,,,,,Valentina Tereshkova (2024-02-29) crop.jpg,320px,,,,,,,,,,,,,Valentina Tereshkova,,{{nobold|Валентина Терешкова}},,,{{hlist|Pilot|[[cosmonaut]]|politician}},Member of the [[State Duma]],,,,,,,,,,,,,,,,,,,,,,{{plainlist| * {{marriage|[[Andriyan Nikolayev]]|3 November 1963|1982|end=divorced}} * {{marriage|Yuli Shaposhnikov|1982|1999|end=died}} }},,,,,21 December 2011,,,,,,,,,,,,,,,,
,,,,,,,,,,[[Congressional Space Medal of Honor]],,{{birth date|1948|9|2}},Sharon Christa Corrigan,"[[Boston]], [[Massachusetts]], U.S.",,,McAuliffe in 1985,yes,2,,,[[Space Shuttle Challenger disaster|Space Shuttle ''Challenger'' disaster]],{{death date and age|1986|1|28|1948|9|2}},North Atlantic Ocean,,,{{unbulleted list|[[Framingham State University]] ([[Bachelor of Science|BS]])|[[Bowie State University]] ([[Master of Arts|MA]])}},,,,,,,,,,,,,,ChristaMcAuliffe (cropped).jpg,,,,,[[File:STS-51-L.svg|30px]]}} }},,,,[[STS-51-L]],,{{Infobox astronaut,,,Christa McAuliffe,,,,,,,,,,,,,,,,,,,,,,,,,[[Teacher in Space Project]] (1985),,,{{marriage|[[Steven J. McAuliffe]]|1970}},,,,,,,,,,,"NASA [[Space flight participant]]<ref>{{Cite web |url=http://www.jsc.nasa.gov/Bios/PS/index.html#SFP |title=Astronaut Biographies: Space Flight Participant |access-date=January 10, 2009 |publisher=NASA/Lyndon B. Johnson Space Center |date=December 5, 2008}}</ref>",,,,,,,,,,
,,,,,,,,,,{{ubl|[[Congressional Space Medal of Honor]]|[[NASA Distinguished Service Medal]]|[[NASA Space Flight Medal]]}},,{{birth date|1962|3|17}},,"[[Karnal]], [[Haryana]], India",,,,,,,,[[Space Shuttle Columbia disaster]],{{death date and age|2003|2|1|1962|3|17}},"Over [[Texas]], U.S",,,"[[Punjab Engineering College]] ([[Bachelor of Engineering|BEng]])<br/>[[University of Texas, Arlington]] ([[Master of Science|MS]])<br/>[[University of Colorado, Boulder]] ([[Doctor of Philosophy|PhD]])",,,,,,,,,,,,,,"Kalpana Chawla, NASA photo portrait in orange suit.jpg",,,,,[[File:Sts-87-patch.svg|40px]] [[File:STS-107 Flight Insignia.svg|40px]],,,,[[STS-87]]<br/>[[STS-107]],,}},,,Kalpana Chawla,,,,,,,,,,,,,,,,,,,,"[[Zion National Park]], [[Utah]], U.S.",,,,,[[NASA Astronaut Group 15|NASA Group 15 (1994)]],,,,,,,,,,,,,31d 14h 54m{{sfn|Dismukes|2009}},[[NASA astronaut]],,,,,,,,,,
"Bill Milsom (postdoc)<br>Gerald Kooyman<ref name=""Kooyman Mastro Meir 2023 p. xiii"">{{cite book |last1=Kooyman |first1=G. L. |last2=Mastro |first2=J. |last3=Meir |first3=J.U. |title=Journeys with Emperors: Tracking the World's Most Extreme Penguin |publisher=University of Chicago Press |year=2023 |isbn=978-0-226-82439-0 |url=https://books.google.com/books?id=iw_UEAAAQBAJ&pg=PR9 |access-date=2023-11-01 |page=xiii}}</ref>}} }}",,,,,,,,,,,,{{birth date and age|1977|7|1}},Jessica Ulrika Meir,"[[Caribou, Maine]], U.S.",,,,,,{{hlist|United States|Sweden}},,,,,Paul Ponganis,,"{{ublist|[[Brown University]] ([[Bachelor of Science|BS]])|[[International Space University]] ([[Master of Science|MS]])|[[University of California, San Diego]] ([[Doctor of Philosophy|PhD]])}}",yes,,,,21h 44m,3,,,{{ublist|[[Marine biology]]|[[comparative physiology]]}},,,,,Jessica Meir portrait in a WB-57 flight suit (3).jpg,,,,,[[File:ISS Expedition 61 Patch.svg|45px]] [[File:ISS Expedition 62 Patch.png|45px]],,,,[[Soyuz MS-15]] ([[Expedition 61]]/[[Expedition 62|62]]),,{{Infobox scientist,,,Jessica Meir,,,,,,,,,,,,,,,,,,,,,,,,,[[NASA Astronaut Group 21|NASA Group 21 (2013)]],,,,,,,,,,Blood Oxygen Transport and Depletion: The Key of Consummate Divers,https://www.proquest.com/docview/304852089,2009,204d 15h 19m,[[NASA astronaut]],,,,,{{ublist|[[Harvard Medical School]]|NASA}},,,,,
,,,,,,,,,,,,{{birth date and age|1988|5|14}},Jessica Andrea Watkins,"[[Gaithersburg, Maryland]], U.S.",,,Watkins in 2019,,,,,,,,[[An Yin]]}} }},,"[[Stanford University]] ([[Bachelor of Science|BS]])<br>[[University of California, Los Angeles]] ([[Master of Science|MS]], [[Doctor of Philosophy|PhD]])",yes,,,,,,,[[Geology]],,,,,,Jessica Watkins Astronaut portrait (cropped).jpg,,,,,[[File:SpaceX Crew 4 logo.png|50px]] [[File:ISS Expedition 67 Patch.png|50px]] [[File:ISS Expedition 68 Patch.svg|50px]],,,,,[[SpaceX Crew-4]] ([[Expedition 67]]/[[Expedition 68|68]]),{{Infobox scientist,,,Jessica Watkins,,,,,,,,,,,,,,,,,,,,,,,,,[[NASA Astronaut Group 22|NASA Group 22 (2017)]],,,,,,,,,,Tectonic and Aqueous Processes in the Formation of Mass-Wasting Features on Mars and Earth,http://www.worldcat.org/oclc/1078227013,2015,170d 13h 3m,[[NASA astronaut]],,,,,,,,,,
,,,,,,,,,,{{ubl |[[Distinguished Flying Cross (United States)|Distinguished Flying Cross]] |[[Legion of Merit]] |[[Defense Meritorious Service Medal]] |[[Meritorious Service Medal (United States)|Meritorious Service Medal]] (2) |[[Commendation Medal|Air Force Commendation Medal]] (2) |[[NASA Distinguished Service Medal]] |[[NASA Outstanding Leadership Medal]] |[[NASA Exceptional Service Medal]] |[[NASA Exceptional Public Service Medal]] |[[NASA Space Flight Medal]] (4)}},[[United States invasion of Grenada]]}},{{nowrap|{{birth date and age|1956|11|19|df=y}}}},Eileen Marie Collins,"[[Elmira, New York]], U.S.",,,Collins in 1998,,,,,,,,,,[[Corning Community College]] ([[Associate of Arts|AA]])<br>[[Syracuse University]] ([[Bachelor of Arts|BA]])<br>[[Stanford University]] ([[Master of Science|MS]])<br>[[Webster University]] ([[Master of Science|MS]]),yes,,,,,,,,,,,,,Commander Eileen Collins - GPN-2000-001177.jpg,,,,,[[File:Sts-63-patch.png|45px]] [[File:Sts-84-patch.png|50px]] [[File:STS-93 patch.svg|48px]] [[File:Sts-114-patch.png|54px]],,,,,[[STS-63]]<br>[[STS-84]]<br>[[STS-93]]<br>[[STS-114]],{{Infobox military person,,,Eileen Collins,,,,,,,,,,,,,,,"[[Colonel (United States)|Colonel]], [[United States Air Force|USAF]]",,,,,,,,1 May 2006,,[[NASA Astronaut Group 13|NASA Group 13 (1990)]],1978–2005,,,,,,,,,,,,36d 7h 11m,[[NASA astronaut]],,https://www.eileencollins.com/ }},,,,,,,,
,,,A grinning afro-haired Nichelle Nichols,,,,,,,,,{{Birth date|mf=yes|1932|12|28}},Grace Dell Nichols,"[[Robbins, Illinois]], U.S.",,,Nichols in 1979,,,,[[Nyota Uhura]] in ''[[Star Trek]]'',,{{Death date and age|mf=yes|2022|07|30|1932|12|28}},"[[Silver City, New Mexico]], U.S.",,,[[Englewood Technical Prep Academy|Englewood High School]],,,,,,,,,,,,,,Nichelle Nichols (4505899674) (cropped).jpg,,,,,,,,,,,,,,Nichelle Nichols,,,,,{{Hlist|Actress|singer|dancer}},,,,,,,,,,,,,,,,,,,,,,,{{Ubl,,,,,,,,,,,,,,,,,,1959–2019,,div.}} }},div.}}
,,,,,,,,,,,,{{Birth date and age|1943|7|15|df=yes}}{{sfn|Who's Who|2017}},Susan Jocelyn Bell,"[[Lurgan]], [[County Armagh]], Northern Ireland{{sfn|''Lurgan Mail''|2007}}{{sfn|Bain|2022}}",,,Bell Burnell in 2009,,,,,,,,,,"{{Plain list| * [[Lurgan College]] * [[The Mount School, York]] }}",,,,,,,,,,,,[[Dame]],{{Post-nominals|country=GBR|CH|DBE|FRS|FRSE|FRAS|FInstP|size=100%}} [[Royal Irish Academy|HonMRIA]] [[Learned Society of Wales|HonFLSW]],"File:Launch of IYA 2009, Paris - Grygar, Bell Burnell cropped.jpg",,,,,,,,,,,,,,Jocelyn Bell Burnell,,,,,,President of the Royal Astronomical Society,83rd,,,,,,[[Nigel Weiss]],,,,,,,,,,,,,,,,[[Kathryn Whaler]],,,2004,2002,,,,,,,,,,,,,,,,
,,,,,,,,,,,,{{birth date|1902|6|16}},Eleanor McClintock,"[[Hartford, Connecticut]], United States",,,"McClintock in her laboratory, 1947",,,,,,{{death date and age|1992|9|2|1902|6|16}},"[[Huntington, New York]], United States",,,,,,,,,,,[[Cytogenetics]] (genetics scientist),,,,,,Barbara McClintock (1902-1992) shown in her laboratory in 1947.jpg,,,,,,,yes,,,,,,,Barbara McClintock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{plainlist| * [[University of Missouri]] * [[California Institute of Technology]] * [[Cold Spring Harbor Laboratory]] }},,,,,,,
,,[[University of Turin]],,,[[Carlo Azeglio Ciampi]],,,,,{{Plainlist| * [[EMBO Membership]] (1974)<ref name=membo>{{cite web|url=http://people.embo.org/profile/rita-levi-montalcini|author=Anon|year=2012|title=Rita Levi-Montalcini EMBO profile|website=people.embo.org|publisher=[[European Molecular Biology Organization]]|location=Heidelberg}}</ref> * [[Louisa Gross Horwitz Prize]] (1983) * [[Albert Lasker Award for Basic Medical Research|Lasker Award]] (1986) * [[Nobel Prize in Physiology or Medicine|Nobel Prize]] (1986) * [[National Medal of Science]] (1987) * [[Fellow of the Royal Society|ForMemRS]] (1995)<ref name=formemrs/> * [[Honorary degree]] in [[Biotechnology]] at [[Bocconi University]] (2008) * ''Others (see [[#Awards and honours|below]])''}},,{{birth date|1909|4|22|df=y}},,"[[Turin]], [[Kingdom of Italy]]",,,"Rita Levi-Montalcini during a visit to Sweden, 1986.",,,"Italy, United States",,,{{death date and age|2012|12|30|1909|4|22|df=y}},"[[Rome]], Italy",,,,,,,,,,,[[Neurobiology]],,,,[[Senators for life in Italy|Senator for life]],[[Order of Merit of the Italian Republic|OMRI]] [[Italian Order of Merit for Culture and Art|OMCA]],Rita Levi-Montalcini (1986).png,,,,,,[[Nerve growth factor]],,,,,{{Infobox officeholder | embed = yes,,,Rita Levi-Montalcini,[[Italian people|Italian]],,,,,Member of the [[Senate of the Republic (Italy)|Senate of the Republic]],,,,,''[[Independent politician|Independent]]'' }},,,,,,,,,,,,,,,,,,,,,30 December 2012,1 August 2001,[[Senators for life in Italy|Life tenure]],,,,,,,,[[Washington University in St. Louis]],,,,,,,
,,,,,,,,,,,,{{Birth date|1910|05|12|df=y}},Dorothy Mary Crowfoot,"[[Cairo]], [[Khedivate of Egypt|Egypt]]",,,,,3,,,,{{death date and age|1994|07|29|1910|05|12|df=y}},"[[Ilmington]], [[Warwickshire]], England","[[J. D. Bernal]]<ref name=""dphd2"" />","{{Plainlist| * [[Judith Howard]]<ref>{{cite thesis|degree=DPhil|publisher=University of Oxford|title=The study of some organic crystal structures by neutron diffraction|first=Judith Ann Kathleen|last=Howard|date=1971|url=http://solo.bodleian.ox.ac.uk/OXVU1:LSCOP_OX:oxfaleph020590675|id={{EThOS|uk.bl.ethos.459789}}|website=solo.bodleian.ox.ac.uk|oclc=500477155|access-date=24 November 2017|archive-date=6 May 2022|archive-url=https://web.archive.org/web/20220506091404/https://solo.bodleian.ox.ac.uk/primo-explore/fulldisplay?vid=SOLO&docid=oxfaleph020590675&context=L&search_scope=LSCOP_OX|url-status=live}}</ref><ref name=jak/><ref>{{cite news|url=https://www.theguardian.com/education/2006/sep/26/academicexperts.highereducationprofile|first=John|last=Crace | author-link = John Crace (writer) |title=Judith Howard, Crystal gazing: The first woman to head a five-star chemistry department tells John Crace what attracted her to science|newspaper=[[The Guardian]]|date=26 September 2006|archive-url=https://web.archive.org/web/20170817205623/https://www.theguardian.com/education/2006/sep/26/academicexperts.highereducationprofile|archive-date=17 August 2017}}</ref> * [[Michael N. G. James]]<ref name=tree/><ref name=mng>{{cite thesis|degree=DPhil|publisher=University of Oxford|url=http://solo.bodleian.ox.ac.uk/OXVU1:LSCOP_OX:oxfaleph020506626|title=X-ray crystallographic studies of some antibiotic peptides|first=Michael Norman George|last=James|author-link=Michael N. G. James|date=1966|id={{EThOS|uk.bl.ethos.710775}}|website=bodleian.ox.ac.uk|oclc=944386483|access-date=27 March 2018|archive-date=14 December 2019|archive-url=https://web.archive.org/web/20191214235553/http://solo.bodleian.ox.ac.uk/primo-explore/fulldisplay?vid=SOLO&docid=oxfaleph020506626&context=L&search_scope=LSCOP_OX|url-status=live}}</ref>}}","{{Plainlist| * {{nowrap|[[Somerville College, Oxford]] ([[Bachelor's degree|BA]])}} * {{nowrap|[[University of Cambridge]] ([[Doctorate|PhD]])}}<!-- neither Somerville College nor Newnham College actually award degrees-->}}",,,,,,,,[[Biochemistry]]<br>[[X-ray crystallography]],,,,,{{postnominals|country=GBR|size=100%|OM|FRS|HonFRSC}},Dorothy Hodgkin Nobel.jpg,,,,,,{{Plainlist| * Development of [[X-ray crystallography|protein crystallography]] * Determining the structure of [[insulin]]}},,,,,,,,Dorothy Hodgkin,British,,,"{{Plainlist| * [[Jack D. Dunitz]] (postdoc)<ref name=tree>{{cite web|url=https://academictree.org/chemistry/peopleinfo.php?pid=52032|title=Chemistry Tree – Dorothy Crowfoot Hodgkin|website=academictree.org|access-date=16 August 2017|archive-date=16 August 2017|archive-url=https://web.archive.org/web/20170816193415/https://academictree.org/chemistry/peopleinfo.php?pid=52032|url-status=live}}</ref> * [[Margaret Thatcher]] (undergraduate)<ref>[[John Blundell (economist)|John Blundell]], ''Margaret Thatcher, A Portrait of The Iron Lady'', 2008, pp. 25–27. Degree student, 1943–1947.</ref> * [[Tom Blundell]] (postdoc)<!-- no reference to hodgkin in the acknowledgements of bludnells phd thesis--><ref>{{cite journal | last1 = Blundell | first1 = T.| author-link1 = Tom Blundell | last2 = Cutfield | first2 = J. | last3 = Cutfield | first3 = S. | last4 = Dodson | first4 = E. | last5 = Dodson | first5 = G. | last6 = Hodgkin | first6 = D. | last7 = Mercola | first7 = D. | last8 = Vijayan | first8 = M. | title = Atomic positions in rhombohedral 2-zinc insulin crystals | journal = Nature | volume = 231 | issue = 5304 | pages = 506–11 | year = 1971 | pmid = 4932997|bibcode = 1971Natur.231..506B |doi = 10.1038/231506a0 | s2cid = 4158731}}</ref> * [[Guy Dodson]] (postdoc)<ref name=frs/> * [[June Lindsey]] (postdoc)}}",,,,,,[[John Winter Crowfoot]]<br>[[Grace Mary Crowfoot|Grace Mary Hood]],,,,{{Plainlist| * [[Royal Medal]] (1956) * [[Nobel Prize in Chemistry]] (1964) * [[Order of Merit]] (1965) * [[Copley Medal]] (1976) * [[Dalton Medal]] (1981) * [[Lomonosov Gold Medal]] (1982)}} }},,,,,,,,,,,,,,{{marriage|[[Thomas Lionel Hodgkin]]|1937|25 March 1982|end=d}},,,,,,,X-ray crystallography and the chemistry of the sterols,http://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.727110,1937,,,,,,,,,,,,
,,[[University of Paris]],,,,,,,,2008 [[Nobel Prize in Physiology or Medicine]],,{{birth date and age|df=y|1947|7|30}},,"Paris, France",,,Barré-Sinoussi in 2008,,,,,,,,,,,,,,,,,,,Virology,}},,,,"Françoise Barré-Sinoussi-press conference Dec 06th, 2008-1.jpg",,,,,,Co-discoverer of HIV,,,,,,,,Françoise Barré-Sinoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,<!-- (filename only) -->,,,,,,,,,,,,,,,,,[[Pasteur Institute]],,,,,
,,,,,,,,,,{{Plainlist| *[[Louis-Jeantet Prize for Medicine]] (2015) *[[Breakthrough Prize in Life Sciences]] (2015) *[[Princess of Asturias Awards|Princess of Asturias Award]] (2015) *[[Tang Prize]] in Biopharmaceutical Science (2016) *[[Canada Gairdner International Award]] (2016) *[[Leibniz Prize]] (2016) *[[Pour le Mérite]] (2017) *[[Japan Prize]] (2017) *[[The Novozymes Prize]] (2017) *[[Kavli Prize]] in Nanoscience (2018) *[[Wolf Prize]] in Medicine (2020) *[[Nobel Prize in Chemistry]] (2020) *[[National Inventors Hall of Fame]] (2023)}},,{{birth date and age|1968|12|11|df=y}},Emmanuelle Marie Charpentier,"[[Juvisy-sur-Orge]], France",,,Charpentier in 2015,,,,,,,,Patrice Courvalin,,"[[Pierre and Marie Curie University]] ([[Bachelor of Science|BSc]], [[Master of Science|MSc]], [[Doctor of Philosophy|PhD]])",,,,,,,,,{{Plainlist| *[[Microbiology]] *[[Genetics]] *[[Biochemistry]]}},,,,,Emmanuelle Charpentier.jpg,,,,,,[[CRISPR]]<ref name=Abbott2016 />,,,,,,,,Emmanuelle Charpentier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antibiotic resistance in ''Listeria'' spp,https://aac.asm.org/content/43/9/2103,1995,,,,{{URL |https://www.emmanuelle-charpentier-pr.org/}} }},,,[[University of Berlin]]<br />[[University of Vienna]]<br />[[Umeå University]]<br />[[Max Planck Society]],,,,,
,,,,,,,,,,,,{{birth date and age|1964|2|19}},Jennifer Anne Doudna,"[[Washington, D.C.]], U.S.",,,Doudna in 2023,,,,,,,,,,"{{Plainlist| *[[Pomona College]] ([[Bachelor of Arts|BA]]) *[[Harvard University]] ([[Master of Arts|MA]], PhD) }}",,,,,,,,,,,,,{{postnominals|country=GBR|size=100%|ForMemRS}},Jennifer Doudna by Christopher Michel in 2023 01.jpg,,,,,,,,,,,,,,Jennifer Doudna,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{marriage|Tom Griffin|1988||end=divorced}}<br>{{marriage|Jamie Cate|2000}},,,,,,,,,,,,,,,,,,,,,
,,[[University of Oslo]],,,,,,,,,,{{birth year and age|1963}},May-Britt Andreassen,"[[Fosnavåg]], Norway",,,Moser in 2014.<br>({{smaller|Photographer: Henrik Fjørtoft / [[Norwegian University of Science and Technology|NTNU]] Communication Division}}),,2,,,,,,[[Per Andersen]],[[Marianne Fyhn]],,,,,,,,,,"[[Neuroscience]], [[Psychology]]",,,,{{post-nominals|country=GBR|FRS|size=100}},May-Britt Moser 2014.jpg,,,,,,"[[Grid cell]]s, [[Neuron]]s",,,,,,,,May-Britt Moser,Norwegian,,,,,,,,,,,,,[[Louis-Jeantet Prize for Medicine]] (2011)<br />[[Nobel Prize in Physiology or Medicine]] (2014) }},,,,,,,,,,,,,,[[Edvard Moser]] (1985–2016),,,,,,,,,,,,,,,[[Norwegian University of Science and Technology]]<br />[[University of Edinburgh]],,,,,,
,,,,,,,,,,,,{{birth date and age|df=yes|1948|11|26}},Elizabeth Helen Blackburn,"[[Hobart]], [[Tasmania]], Australia",,,Elizabeth Blackburn in 2024,,,Australian and American,,,,,[[Frederick Sanger]]<ref>{{cite web|url=http://nobelprize.org/nobel_prizes/medicine/laureates/2009/|title=Nobel Prize in Physiology or Medicine 2009|publisher=[[Nobel Foundation]]|access-date=5 October 2009}}</ref>,[[Carol W. Greider]],{{Plainlist| * [[University of Melbourne]] (BSc) * [[University of Cambridge]] (PhD)}},,,,,,,,Molecular biology,,,,,{{post-nominals|country=AUS|AC|FRS|FAA|FRSN|size=100}},Elizabeth Blackburn in 2024 by Christopher Michel.jpg,,,,,,,,,,,,,,Elizabeth Blackburn,,,,,,,,,,,,,,{{Plainlist| * [[NAS Award in Molecular Biology]] (1990) * [[Australia Prize]] (1998) * [[Harvey Prize]] (1999) * [[Dickson Prize]] (2000) * [[Dr A.H. Heineken Prize|Heineken Prize]] (2004) * [[Albert Lasker Award for Basic Medical Research|Lasker Award]] * [[Louisa Gross Horwitz Prize]] * [[ASCB Public Service Award]] (2004) * [[Meyenburg Prize]] (2006) * [[L'Oréal-UNESCO Awards for Women in Science|L'Oréal-UNESCO Award for Women in Science]] (2008) * [[Nobel Prize in Physiology or Medicine]] (2009)<BR/>[[American Institute of Chemists Gold Medal|AIC Gold Medal]] (2012)}},,,,,,,,,,,,,,,,,,,,,Sequence studies on bacteriophage ØX174 DNA by transcription,http://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.449954,1974,,,,{{URL|http://biochemistry2.ucsf.edu/labs/blackburn}} }},"{{Plainlist| * [[University of California, Berkeley]] * [[University of California, San Francisco]] * [[Yale University]] * [[MRC Laboratory of Molecular Biology]] * [[Salk Institute]]}}",,,,,,,
,,,,,,,,,,,,{{birth date and age|1939|6|22|df=yes}},Ada Lifshitz,"[[Jerusalem]],<br/>[[Mandatory Palestine]]",,,Yonath in 2013,,,[[Israel]]i,,,,,"[[Wolfie Traub]], [[F. Albert Cotton]]",,{{ubl|[[Hebrew University of Jerusalem]]|[[Weizmann Institute of Science]]}},,,,,,,,Crystallography,,}},,,,Ada Yonath 2013 January CHF.jpg,200px,,,,,Cryo bio-crystallography,,,,,,,,Ada E. Yonath,,עדה יונת,he,,,,,,,,,,,[[Harvey Prize]] (2002)<br />[[Wolf Prize in Chemistry]] (2006)<br /> [[L'Oréal-UNESCO Awards for Women in Science|L'Oréal-UNESCO Award for Women in Science (2008)]]<br /> [[Albert Einstein World Award of Science]] (2008)<br /> [[Nobel Prize in Chemistry]] (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Weizmann Institute of Science]]<br />[[University of Chicago]],,,,,,,
,,[[Kobe University]] ([[Doctor of Medicine|MD]])<br />[[Osaka City University]] ([[PhD]]),,,,,,,,"[[Meyenburg Prize]] (2007)<br />[[Massry Prize]] (2008)<br />[[Robert Koch Prize]] (2008)<br />[[Shaw Prize]] (2008)<br />[[Gairdner Foundation International Award]] (2009)<br />[[Albert Lasker Award for Basic Medical Research|Albert Lasker Basic Medical Research Award]] (2009) <br /> [[Balzan Prize]] (2010) <br /> [[Kyoto Prize]] (2010) <br /> [[BBVA Foundation Frontiers of Knowledge Award]] (2010)<br />[[Wolf Prize]] (2011)<br />[http://www.isscr.org/McEwen_Award_for_Innovation/5323.htm McEwen Award for Innovation] (2011)<br />Fellow of the [[National Academy of Sciences]]<ref name=""nas"">{{Cite journal | last1 = Nair | first1 = P. | doi = 10.1073/pnas.1121498109 | title = Profile of Shinya Yamanaka| journal = [[Proceedings of the National Academy of Sciences]] | year = 2012 | pmid = 22619323 | pmc =3386100 | bibcode = 2012PNAS..109.9223N | volume=109 | issue=24 | pages=9223–9225| doi-access = free }}</ref> (2012)<br />[[Millennium Technology Prize]] (2012)<br />[[Nobel Prize in Physiology or Medicine]] (2012)",,{{Birth date and age|1962|09|04|mf=y}},,"[[Higashiōsaka, Osaka]], Japan",,,Yamanaka in 2014,,,,,,,,,,,,,,,,,,,"[[Stem cell]] research<ref name=""stem1"">{{Cite journal | last1 = Takahashi | first1 = K. | last2 = Yamanaka | first2 = S. | author-link2 = Shinya Yamanaka| title = Induction of Pluripotent Stem Cells from Mouse Embryonic and Adult Fibroblast Cultures by Defined Factors | journal = Cell | volume = 126 | issue = 4 | pages = 663–76 | year = 2006 | pmid = 16904174 | doi = 10.1016/j.cell.2006.07.024| hdl = 2433/159777 | s2cid = 1565219 | hdl-access = free }}</ref><ref name=""stem2"">{{Cite journal | last1 = Takahashi | first1 = K. | last2 = Tanabe | first2 = K. | last3 = Ohnuki | first3 = M. | last4 = Narita | first4 = M. | last5 = Ichisaka | first5 = T. | last6 = Tomoda | first6 = K. | last7 = Yamanaka | first7 = S. | author-link7 = Shinya Yamanaka| doi = 10.1016/j.cell.2007.11.019 | title = Induction of Pluripotent Stem Cells from Adult Human Fibroblasts by Defined Factors | journal = Cell | volume = 131 | issue = 5 | pages = 861–872 | year = 2007 | pmid = 18035408 | hdl = 2433/49782 | s2cid = 8531539 | hdl-access = free }}</ref><ref name=""stem3"">{{Cite journal | last1 = Okita | first1 = K. | last2 = Ichisaka | first2 = T. | last3 = Yamanaka | first3 = S. | author-link3 = Shinya Yamanaka| doi = 10.1038/nature05934 | title = Generation of germline-competent induced pluripotent stem cells | journal = Nature | volume = 448 | issue = 7151 | pages = 313–317 | year = 2007 | pmid =  17554338| bibcode = 2007Natur.448..313O | s2cid = 459050 }}</ref>",}},,,,Shinya Yamanaka 20141226.jpg,,,,,,[[Induced pluripotent stem cell]],,,,,,,,Shinya Yamanaka,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,<!--(filename only)-->,,,,,,,,,,,,,,,,,"[[Kyoto University]]<br />[[Nara Institute of Science and Technology]]<br />[[J. David Gladstone Institutes|Gladstone Institute of Cardiovascular disease]]<br />[[University of California, San Francisco]]",,,,,
,,"[[University of California, San Diego]]",,,,,,,,[[Gairdner Foundation International Award|Gairdner Award]] (2002)<br />[[Nierenberg Prize]] (2007)<br />[[Kistler Prize]] (2008)<br />[[ENI award]] (2008)<br />[[National Medal of Science|Medal of Science]] (2008)<br />[[Dickson Prize]] (2011)<br />[[Leeuwenhoek Medal]]<br />[[Edogawa NICHE Prize]] (2020),,{{birth date and age|1946|10|14|mf=y}},John Craig Venter,"[[Salt Lake City]], Utah, U.S.",,,Venter in 2007,,,,,,,,,,,,,,,,,,,{{ubl|[[DNA]]|[[Human genome]]|[[Metagenomics]]|[[Synthetic genomics]]|[[Shotgun sequencing|Shotgun approach to genome sequencing]]}},,,,,Craigventer2.jpg,,,,,,,,,,,,,,John Venter,,,,,[[Biologist]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{URL|www.jcvi.org}} }},{{ubl|[[State University of New York at Buffalo]]|[[National Institutes of Health]]|[[J. Craig Venter Institute]]}},,,,,,,
,,,,,,,,,,[[Nobel Prize in Physiology or Medicine]] (2023) and [[List of awards and honors received by Katalin Karikó|several others]],,{{birth date and age|1955|1|17|df=y}},,"[[Szolnok]], [[Hungarian People's Republic|Hungary]]",,,Karikó in 2024,,[[Susan Francia]],{{hlist|Hungary|United States}},,,,,,,"[[University of Szeged]] ([[BSc]], [[PhD]])",,,,,,,,,{{plainlist| * [[Biochemistry]] * [[RNA]] technologies}},,,,,Katalin Karikó by Michel 2024 02.jpg,,,,,,[[mRNA]] technology in [[immunology]] and therapies,,,,,,,,Katalin Karikó,,,,,,,,"Kati Kariko<ref name=""Kolata"" />",,,,,,,,,,,,,,,,,,,,Béla Francia,,,,,,,,,,,,,,,,{{plainlist| * [[University of Szeged]] * [[Temple University]] * [[University of Pennsylvania]] * [[BioNTech]]}} }},,,,,
